,Former Atlanta Falcons player Justin Crawford has been charged with aggravated child molestation and sodomy https://t.co/Acx34d7D4T,Tue Oct 16 11:16:31 +0000 2018,34280715,False,False.1,0,Unnamed: 6,Unnamed: 7,Unnamed: 8,[],[].1,Unnamed: 11,"Watch FOX 17 News Nashville at 5:30 p.m., 9 p.m. and 10 p.m. and FOX 17 This Morning weekdays from 4 a.m.–9 a.m.",7627,73860,Unnamed: 15,3988,en,919,"Nashville, TN",149323,[].2
1429151,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:36:27 +0000 2018,14261329,False,False,142,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,political activist scooterist culturist who lives laughs knits dreams organizes plans and loves her city. Retweets do not necessarily imply endorsement,15543,2035,,4449,en,218,The BEACH inToronto,147132,[]
1429169,"RT @Blk_Hermione: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:36:20 +0000 2018,136704032,False,False,755,1.0367428259188777e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/xNm8LZj3e5",True,[],"[{'screen_name': 'Blk_Hermione', 'name': '\U0001f9d9🏾\u200d♀️💫', 'id': 1036742825918877696, 'id_str': '1036742825918877696', 'indices': [3, 16]}]",,Here for the politics. I don't tolerate racial/equality ignorance! #TheResistance Walter White Fan! Sailors vocabulary! 🇺🇸 I support vets! 1A. 🦒🦁🐒🐶🦍🐘,21904,1385,,1598,en,27,,15466,[]
1429338,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:35:10 +0000 2018,3168601011,False,False,141,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,,42015,357,,635,en,13,,101320,[]
1429424,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:35:08 +0000 2018,225071374,False,False,141,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,"I love keto, classic movies, PC games, Star Wars, and am a proud SJW. My politics are informed by my love of Star Wars. Engineer. I don't expect follow backs.",77993,2084,,2120,en,22,Washington State,114891,[]
1434198,RT @AkilahDuniani: 586 lee st #i Atl 30310 https://t.co/FVdxcaqDsR,Tue Oct 16 11:30:32 +0000 2018,284823865,False,False,4,4867688146.0,586 lee st #i Atl 30310 https://t.co/FVdxcaqDsR,False,"[{'text': 'i', 'indices': [30, 32]}]","[{'screen_name': 'AkilahDuniani', 'name': 'Akilah Duniani', 'id': 4867688146, 'id_str': '4867688146', 'indices': [3, 17]}]",,,17760,1072,,910,en,10,,34179,['i']
1434201,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:36:27 +0000 2018,14261329,False,False,142,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,political activist scooterist culturist who lives laughs knits dreams organizes plans and loves her city. Retweets do not necessarily imply endorsement,15543,2035,,4449,en,218,The BEACH inToronto,147133,[]
1434388,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:35:10 +0000 2018,3168601011,False,False,142,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,,42015,357,,635,en,13,,101320,[]
1434408,RT @carmenmmachado: I can *finally* say something! HER BODY AND OTHER PARTIES is officially in development over at @FXNetworks. FX has made…,Tue Oct 16 11:35:09 +0000 2018,273519049,False,False,325,14140714.0,I can *finally* say something! HER BODY AND OTHER PARTIES is officially in development over at @FXNetworks. FX has… https://t.co/eXTfhdPOsR,True,[],"[{'screen_name': 'carmenmmachado', 'name': 'Carnage ""The Hatchet"" Machado', 'id': 14140714, 'id_str': '14140714', 'indices': [3, 18]}, {'screen_name': 'FXNetworks', 'name': 'FXNetworks', 'id': 16421962, 'id_str': '16421962', 'indices': [115, 126]}]",,"Writer of fiction, nonfiction. Teaches at @sarahlawrence @writinginst. Mom of 2 kids, puppy. A SMALL REVOLUTION (@LittleABooks)",23322,3715,,3514,en,110,Outside NYC,26312,[]
1434523,"RT @puppyluvr312: @drscott_atlanta @Golfinggary5222 @realDonaldTrump @CDCgov Please also remind him...

Pain patients vote and nimber in th…",Tue Oct 16 11:35:04 +0000 2018,93051303,False,False,2,75282133.0,"@drscott_atlanta @Golfinggary5222 @realDonaldTrump @CDCgov Please also remind him...

Pain patients vote and nimber… https://t.co/wteNXvUKI9",True,[],"[{'screen_name': 'puppyluvr312', 'name': 'J. A. G.  🐴🦋🇺🇸🐩', 'id': 75282133, 'id_str': '75282133', 'indices': [3, 16]}, {'screen_name': 'drscott_atlanta', 'name': 'DrScott', 'id': 61015562, 'id_str': '61015562', 'indices': [18, 34]}, {'screen_name': 'Golfinggary5222', 'name': 'Patriot Gary', 'id': 838114538868342787, 'id_str': '838114538868342787', 'indices': [35, 51]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [52, 68]}, {'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [69, 76]}]",,"willing to listen to intelligent people, MAGA. SUPPORT OUR PRESIDENT. DRAIN THE SWAMP. SUPPORT OUR VETS. CONVICT THE CLINTONS Etal!!",85379,2754,,1324,en,4,"Hawaii, USA",38219,[]
1435279,RT @Distinctboxes: Amazing Dog Sculpture at Atlanta Botanical Garden https://t.co/Ra8HTE1Xtr,Tue Oct 16 11:33:26 +0000 2018,705002155367899136,False,False,69,2682105606.0,Amazing Dog Sculpture at Atlanta Botanical Garden https://t.co/Ra8HTE1Xtr,False,[],"[{'screen_name': 'Distinctboxes', 'name': 'John Evans', 'id': 2682105606, 'id_str': '2682105606', 'indices': [3, 17]}]",,"Love all animals, most books and other art forms, very few humans. I think I'm HILARIOUS!",48768,275,,351,en,14,"Georgia, USA",22121,[]
1439249,RT @ZachNagel7: Atlanta loves the color red. The Falcons have red. The Hawks have red. The Braves have red. Atlanta United has red. The roa…,Tue Oct 16 11:36:30 +0000 2018,3259235510,False,False,6688,1452541184.0,Atlanta loves the color red. The Falcons have red. The Hawks have red. The Braves have red. Atlanta United has red.… https://t.co/Tk61UdiNls,True,[],"[{'screen_name': 'ZachNagel7', 'name': 'zachary', 'id': 1452541184, 'id_str': '1452541184', 'indices': [3, 14]}]",,:):,1121,112,,131,en,0,,1109,[]
1439251,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:36:27 +0000 2018,14261329,False,False,142,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,political activist scooterist culturist who lives laughs knits dreams organizes plans and loves her city. Retweets do not necessarily imply endorsement,15543,2035,,4449,en,218,The BEACH inToronto,147134,[]
1439258,RT @teamabrams: It’s a rally! Tune in to the #WeAreGeorgia Atlanta Early Vote Rally on Instagram (@staceyabrams) and on Facebook live: http…,Tue Oct 16 11:36:24 +0000 2018,705523610945986560,False,False,155,8.79771304316072e+17,It’s a rally! Tune in to the #WeAreGeorgia Atlanta Early Vote Rally on Instagram (@staceyabrams) and on Facebook li… https://t.co/K4XwS4m03n,True,"[{'text': 'WeAreGeorgia', 'indices': [45, 58]}]","[{'screen_name': 'teamabrams', 'name': 'Team Abrams - Vote Early TODAY', 'id': 879771304316071938, 'id_str': '879771304316071938', 'indices': [3, 14]}, {'screen_name': 'staceyabrams', 'name': 'Stacey Abrams', 'id': 216065430, 'id_str': '216065430', 'indices': [98, 111]}]",,"Liberal, gay mom, Recreation professional, singer, PhD candidate in Psych,resistance supporter, fighter for women's rights",8748,375,,993,en,1,"Virginia, USA",4508,['WeAreGeorgia']
1439314,RT @FOXSportsBraves: Chopcast: Brian Snitker is set to manage the @Braves into the next decade but Chuck Hernandez is out as pitching coach…,Tue Oct 16 11:36:01 +0000 2018,22016177,False,False,7,22016177.0,Chopcast: Brian Snitker is set to manage the @Braves into the next decade but Chuck Hernandez is out as pitching co… https://t.co/rdLjfRBxYI,True,[],"[{'screen_name': 'FOXSportsBraves', 'name': 'FOX Sports: Braves', 'id': 22016177, 'id_str': '22016177', 'indices': [3, 19]}, {'screen_name': 'Braves', 'name': 'Atlanta Braves', 'id': 21436663, 'id_str': '21436663', 'indices': [66, 73]}]",,FOX Sports South & FOX Sports Southeast: The official television home of the Atlanta Braves. Stream ATL's Local 9 wherever you go with FOX Sports GO.,5985,59491,,267,en,773,"Atlanta, GA",48121,[]
1439353,"RT @Pharel_Haag: GardenSMART Episode 4812   Atlanta's Historic Oakland Cemetery       
https://t.co/EVVBi1aORe via @YouTube        720p HD…",Tue Oct 16 11:35:33 +0000 2018,2784599330,False,False,1,2784599330.0,"GardenSMART Episode 4812   Atlanta's Historic Oakland Cemetery       
https://t.co/EVVBi1aORe via @YouTube        7… https://t.co/fv4mGdgRzL",True,[],"[{'screen_name': 'Pharel_Haag', 'name': 'JackW', 'id': 2784599330, 'id_str': '2784599330', 'indices': [3, 15]}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [115, 123]}]",,Rebuild Our Military ~ K-MAGA Trump . . ~     Music (that I like) ~ Nature ~ Space ~ Military Aircraft ~ Warships ~ Old Cars,63749,1571,,1871,en,3,,11829,[]
1439524,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:35:08 +0000 2018,225071374,False,False,142,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,"I love keto, classic movies, PC games, Star Wars, and am a proud SJW. My politics are informed by my love of Star Wars. Engineer. I don't expect follow backs.",77993,2084,,2120,en,22,Washington State,114892,[]
1439573,"RT @puppyluvr312: @drscott_atlanta @Golfinggary5222 @realDonaldTrump @CDCgov Please also remind him...

Pain patients vote and nimber in th…",Tue Oct 16 11:35:04 +0000 2018,93051303,False,False,2,75282133.0,"@drscott_atlanta @Golfinggary5222 @realDonaldTrump @CDCgov Please also remind him...

Pain patients vote and nimber… https://t.co/wteNXvUKI9",True,[],"[{'screen_name': 'puppyluvr312', 'name': 'J. A. G.  🐴🦋🇺🇸🐩', 'id': 75282133, 'id_str': '75282133', 'indices': [3, 16]}, {'screen_name': 'drscott_atlanta', 'name': 'DrScott', 'id': 61015562, 'id_str': '61015562', 'indices': [18, 34]}, {'screen_name': 'Golfinggary5222', 'name': 'Patriot Gary', 'id': 838114538868342787, 'id_str': '838114538868342787', 'indices': [35, 51]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [52, 68]}, {'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [69, 76]}]",,"willing to listen to intelligent people, MAGA. SUPPORT OUR PRESIDENT. DRAIN THE SWAMP. SUPPORT OUR VETS. CONVICT THE CLINTONS Etal!!",85379,2754,,1325,en,4,"Hawaii, USA",38219,[]
1444299,"@DrPayne Harper to ATL would be the biggest ""superstar"" signing this city has seen in over a decade.",Tue Oct 16 11:36:42 +0000 2018,273977275,False,False,0,,,,[],"[{'screen_name': 'DrPayne', 'name': 'Rex', 'id': 232593522, 'id_str': '232593522', 'indices': [0, 8]}]",,,37368,1094,,824,en,5,"Atlanta, GA",13447,[]
1444301,Unmarked police car shot in southwest Atlanta: https://t.co/yWiIzenKvj via @YouTube,Tue Oct 16 11:36:41 +0000 2018,14268564,False,False,0,,,,[],"[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [75, 83]}]",,Top stories and news from 11Alive - WXIA-TV Atlanta,3335,391319,,2737,en,2227,Atlanta,336435,[]
1444304,RT @RaymondTubbTV: This #Missing child was last seen in #Atlanta 6 months ago. #Macon is just down the interstate so keep an eye out! Here'…,Tue Oct 16 11:36:39 +0000 2018,775148384604663808,False,False,79,1428034788.0,This #Missing child was last seen in #Atlanta 6 months ago. #Macon is just down the interstate so keep an eye out!… https://t.co/WARnwKFqJA,True,"[{'text': 'Missing', 'indices': [24, 32]}, {'text': 'Atlanta', 'indices': [56, 64]}, {'text': 'Macon', 'indices': [79, 85]}]","[{'screen_name': 'RaymondTubbTV', 'name': 'Raymond Tubb', 'id': 1428034788, 'id_str': '1428034788', 'indices': [3, 17]}]",,MOVIES...STAND-UP COMEDY..FILMMAKING...BOURBON,15871,144,,693,en,4,"Benton, LA",1966,"['Missing', 'Atlanta', 'Macon']"
1444319,RT @teamabrams: It’s a rally! Tune in to the #WeAreGeorgia Atlanta Early Vote Rally on Instagram (@staceyabrams) and on Facebook live: http…,Tue Oct 16 11:36:24 +0000 2018,705523610945986560,False,False,155,8.79771304316072e+17,It’s a rally! Tune in to the #WeAreGeorgia Atlanta Early Vote Rally on Instagram (@staceyabrams) and on Facebook li… https://t.co/K4XwS4m03n,True,"[{'text': 'WeAreGeorgia', 'indices': [45, 58]}]","[{'screen_name': 'teamabrams', 'name': 'Team Abrams - Vote Early TODAY', 'id': 879771304316071938, 'id_str': '879771304316071938', 'indices': [3, 14]}, {'screen_name': 'staceyabrams', 'name': 'Stacey Abrams', 'id': 216065430, 'id_str': '216065430', 'indices': [98, 111]}]",,"Liberal, gay mom, Recreation professional, singer, PhD candidate in Psych,resistance supporter, fighter for women's rights",8749,375,,993,en,1,"Virginia, USA",4508,['WeAreGeorgia']
1444343,"RT @CatwalkDarling: I truly will never understand it unless you live in Atlanta. Cuz, baby these niggas pure trash here. https://t.co/VqAbz…",Tue Oct 16 11:36:06 +0000 2018,734980046633459712,False,False,1,24224516.0,"I truly will never understand it unless you live in Atlanta. Cuz, baby these niggas pure trash here. https://t.co/VqAbz4oNiw",False,[],"[{'screen_name': 'CatwalkDarling', 'name': 'Mikey...', 'id': 24224516, 'id_str': '24224516', 'indices': [3, 18]}]",,🍊📿🌌📓🔌🏖♊️♒️♌️✖️⛵️🤖👑🎁🔮🎙🐍👆🏾🎰💎🔑🌻🐢🤸🏾‍♂️🎶🦍🌕🏝🎀©🌺🐆🗯🍳🏆📀💋🏃🏾🍭🎢📟💩✌🏾🦂🥊🎫,102,437,,211,en,6,"Fort Lauderdale, FL",43192,[]
1444364,RT @atlantaartworx: Tis' the season for the Annual Artisan Resource Center Fall Open House https://t.co/9ADc54taTO Eat + drink your way thr…,Tue Oct 16 11:36:03 +0000 2018,23242967,False,False,1,235714416.0,Tis' the season for the Annual Artisan Resource Center Fall Open House https://t.co/9ADc54taTO Eat + drink your way… https://t.co/Wrf9gB4rPz,True,[],"[{'screen_name': 'atlantaartworx', 'name': 'atlanta art worx', 'id': 235714416, 'id_str': '235714416', 'indices': [3, 18]}]",,Painter and Visual artist in metro Atlanta area. Oil painting and work on paper. Representation in Atlanta @TewGalleries,2748,810,,1766,en,46,Georgia,4730,[]
1444676,"RT @puppyluvr312: @drscott_atlanta @Golfinggary5222 @realDonaldTrump @CDCgov Please also remind him...

Pain patients vote and nimber in th…",Tue Oct 16 11:35:04 +0000 2018,93051303,False,False,2,75282133.0,"@drscott_atlanta @Golfinggary5222 @realDonaldTrump @CDCgov Please also remind him...

Pain patients vote and nimber… https://t.co/wteNXvUKI9",True,[],"[{'screen_name': 'puppyluvr312', 'name': 'J. A. G.  🐴🦋🇺🇸🐩', 'id': 75282133, 'id_str': '75282133', 'indices': [3, 16]}, {'screen_name': 'drscott_atlanta', 'name': 'DrScott', 'id': 61015562, 'id_str': '61015562', 'indices': [18, 34]}, {'screen_name': 'Golfinggary5222', 'name': 'Patriot Gary', 'id': 838114538868342787, 'id_str': '838114538868342787', 'indices': [35, 51]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [52, 68]}, {'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [69, 76]}]",,"willing to listen to intelligent people, MAGA. SUPPORT OUR PRESIDENT. DRAIN THE SWAMP. SUPPORT OUR VETS. CONVICT THE CLINTONS Etal!!",85379,2754,,1326,en,4,"Hawaii, USA",38219,[]
1445474,RT @Distinctboxes: Amazing Dog Sculpture at Atlanta Botanical Garden https://t.co/Ra8HTE1Xtr,Tue Oct 16 11:33:26 +0000 2018,705002155367899136,False,False,69,2682105606.0,Amazing Dog Sculpture at Atlanta Botanical Garden https://t.co/Ra8HTE1Xtr,False,[],"[{'screen_name': 'Distinctboxes', 'name': 'John Evans', 'id': 2682105606, 'id_str': '2682105606', 'indices': [3, 17]}]",,"Love all animals, most books and other art forms, very few humans. I think I'm HILARIOUS!",48769,275,,351,en,14,"Georgia, USA",22121,[]
1449349,You HAVE to Believe! #ardrasinett #faith #cookingcoutureatlanta #positivevibes #belief #goals #atlanta #believe… https://t.co/GotqtwdMsD,Tue Oct 16 11:36:47 +0000 2018,16190402,True,False,0,,,,"[{'text': 'ardrasinett', 'indices': [21, 33]}, {'text': 'faith', 'indices': [34, 40]}, {'text': 'cookingcoutureatlanta', 'indices': [41, 63]}, {'text': 'positivevibes', 'indices': [64, 78]}, {'text': 'belief', 'indices': [79, 86]}, {'text': 'goals', 'indices': [87, 93]}, {'text': 'atlanta', 'indices': [94, 102]}, {'text': 'believe', 'indices': [103, 111]}]",[],,Where Cakes become an Experience-sister site Cooking Couture Atlanta,34,3041,,2110,en,42,Atlanta,6659,"['ardrasinett', 'faith', 'cookingcoutureatlanta', 'positivevibes', 'belief', 'goals', 'atlanta', 'believe']"
